Grupo;AnoMesContemplacao;QtdContemLance;MaiorLance;MenorLance;MediaLance;TipoBem;Indicador;NumeroAssembleia;PrazoGrupo;PrazoRestante;INCC;INCC2;GrupoParceiro
000713;202504;2;30,1087;17,9421;24,0254;Imóvel;;144;180;36;2014-05-16;;N
000713;202505;3;20;5,4;12,89333333;Imóvel;;144;180;36;2014-05-16;;N
000713;202507;1;19,8499;19,8499;19,8499;Imóvel;;144;180;36;2014-05-16;;N
000713;202508;1;15,2;15,2;15,2;Imóvel;;144;180;36;2014-05-16;;N
000713;202509;1;12,6512;12,6512;12,6512;Imóvel;;144;180;36;2014-05-16;;N
000714;202503;3;27,2244;27,2244;27,2244;Imóvel;;144;180;36;2014-05-23;;S
000714;202504;2;31,7833;23,1568;27,47005;Imóvel;;144;180;36;2014-05-23;;S
000714;202507;2;28,5104;10,8876;19,699;Imóvel;;144;180;36;2014-05-23;;S
000714;202508;2;19,5297;10;14,76485;Imóvel;;144;180;36;2014-05-23;;S
000714;202511;1;6;6;6;Imóvel;;144;180;36;2014-05-23;;S
000714;202512;2;20;20;20;Imóvel;;144;180;36;2014-05-23;;S
000715;202503;3;27,2244;25;26,48293333;Imóvel;;144;180;36;2014-05-23;;S
000715;202504;2;26,6688;17;21,8344;Imóvel;;144;180;36;2014-05-23;;S
000715;202505;2;21,1299;20,739;20,93445;Imóvel;;144;180;36;2014-05-23;;S
000715;202506;1;20,9423;20,9423;20,9423;Imóvel;;144;180;36;2014-05-23;;S
000715;202507;3;23,1111;14;17,37036667;Imóvel;;144;180;36;2014-05-23;;S
000715;202508;1;11,8399;11,8399;11,8399;Imóvel;;144;180;36;2014-05-23;;S
000715;202509;2;33,6539;10;21,82695;Imóvel;;144;180;36;2014-05-23;;S
000715;202510;1;17,26;17,26;17,26;Imóvel;;144;180;36;2014-05-23;;S
000715;202511;2;21,659;19;20,3295;Imóvel;;144;180;36;2014-05-23;;S
000715;202601;2;22,1108;22,1108;22,1108;Imóvel;;144;180;36;2014-05-23;;S
000715;202602;1;21,5458;21,5458;21,5458;Imóvel;;144;180;36;2014-05-23;;S
000715;202603;1;20,5572;20,5572;20,5572;Imóvel;;144;180;36;2014-05-23;;S
000716;202503;6;27,78;12,2432;19,07888333;Imóvel;;143;180;37;2014-06-09;;S
000716;202504;2;28,0028;25;26,5014;Imóvel;;143;180;37;2014-06-09;;S
000716;202505;1;15,1922;15,1922;15,1922;Imóvel;;143;180;37;2014-06-09;;S
000716;202506;4;26,1132;20,8;23,6386;Imóvel;;143;180;37;2014-06-09;;S
000716;202507;3;21,1313;19;20,42086667;Imóvel;;143;180;37;2014-06-09;;S
000716;202508;2;25,002;17;21,001;Imóvel;;143;180;37;2014-06-09;;S
000716;202509;1;21,7421;21,7421;21,7421;Imóvel;;143;180;37;2014-06-09;;S
000716;202510;2;21,98;21;21,49;Imóvel;;143;180;37;2014-06-09;;S
000716;202511;2;21,3448;21,3448;21,3448;Imóvel;;143;180;37;2014-06-09;;S
000716;202512;3;22,77;22;22,51;Imóvel;;143;180;37;2014-06-09;;S
000716;202601;2;22,224;22,2224;22,2232;Imóvel;;143;180;37;2014-06-09;;S
000716;202602;2;21,6684;18,605;20,1367;Imóvel;;143;180;37;2014-06-09;;S
000716;202603;3;21,1128;21,1128;21,1128;Imóvel;;143;180;37;2014-06-09;;S
000717;202503;7;27,78;9,1234;18,66478571;Imóvel;;143;180;37;2014-06-09;;S
000717;202504;2;10,4809;10,3785;10,4297;Imóvel;;143;180;37;2014-06-09;;S
000717;202505;1;8,392;8,392;8,392;Imóvel;;143;180;37;2014-06-09;;S
000717;202507;3;25,5576;5,6211;14,31123333;Imóvel;;143;180;37;2014-06-09;;S
000717;202508;1;12,0135;12,0135;12,0135;Imóvel;;143;180;37;2014-06-09;;S
000717;202509;2;12;10,4644;11,2322;Imóvel;;143;180;37;2014-06-09;;S
000717;202510;1;47,2529;47,2529;47,2529;Imóvel;;143;180;37;2014-06-09;;S
000717;202511;1;14;14;14;Imóvel;;143;180;37;2014-06-09;;S
000717;202512;1;6,122;6,122;6,122;Imóvel;;143;180;37;2014-06-09;;S
000717;202601;1;5,5329;5,5329;5,5329;Imóvel;;143;180;37;2014-06-09;;S
000717;202602;1;20,0001;20,0001;20,0001;Imóvel;;143;180;37;2014-06-09;;S
000717;202604;1;35,9272;35,9272;35,9272;Imóvel;;143;180;37;2014-06-09;;S
000718;202503;4;26,2726;12,4601;16,104475;Imóvel;;143;180;37;2014-06-18;;S
000718;202504;1;13,0328;13,0328;13,0328;Imóvel;;143;180;37;2014-06-18;;S
000718;202505;1;20;20;20;Imóvel;;143;180;37;2014-06-18;;S
000718;202506;3;17,2563;7,9169;14,05773333;Imóvel;;143;180;37;2014-06-18;;S
000718;202511;1;6,9067;6,9067;6,9067;Imóvel;;143;180;37;2014-06-18;;S
000718;202512;2;20,9296;20;20,4648;Imóvel;;143;180;37;2014-06-18;;S
000718;202601;1;9,7258;9,7258;9,7258;Imóvel;;143;180;37;2014-06-18;;S
000718;202603;1;8,544;8,544;8,544;Imóvel;;143;180;37;2014-06-18;;S
000719;202503;2;24,2232;18,2232;21,2232;Imóvel;;143;180;37;2014-06-18;;N
000719;202504;2;20;6,9686;13,4843;Imóvel;;143;180;37;2014-06-18;;N
000719;202505;2;20,1615;15,1922;17,67685;Imóvel;;143;180;37;2014-06-18;;N
000719;202506;1;26,0712;26,0712;26,0712;Imóvel;;143;180;37;2014-06-18;;N
000719;202508;3;25,002;15,321;21,441;Imóvel;;143;180;37;2014-06-18;;N
000719;202509;2;41,9036;31,427;36,6653;Imóvel;;143;180;37;2014-06-18;;N
000719;202511;1;23,3352;23,3352;23,3352;Imóvel;;143;180;37;2014-06-18;;N
000719;202512;4;22,7796;12,7958;19,3135;Imóvel;;143;180;37;2014-06-18;;N
000719;202601;1;15,1;15,1;15,1;Imóvel;;143;180;37;2014-06-18;;N
000719;202604;1;5,6015;5,6015;5,6015;Imóvel;;143;180;37;2014-06-18;;N
000720;202503;3;27,78;12,2432;19,94106667;Imóvel;;143;180;37;2014-06-18;;S
000720;202504;1;16,0539;16,0539;16,0539;Imóvel;;143;180;37;2014-06-18;;S
000720;202505;1;15;15;15;Imóvel;;143;180;37;2014-06-18;;S
000720;202507;1;32,3218;32,3218;32,3218;Imóvel;;143;180;37;2014-06-18;;S
000720;202510;1;9;9;9;Imóvel;;143;180;37;2014-06-18;;S
000720;202511;4;23,3352;23;23,2514;Imóvel;;143;180;37;2014-06-18;;S
000720;202512;2;22,7796;22;22,3898;Imóvel;;143;180;37;2014-06-18;;S
000720;202601;1;20;20;20;Imóvel;;143;180;37;2014-06-18;;S
000720;202602;1;21,6684;21,6684;21,6684;Imóvel;;143;180;37;2014-06-18;;S
000721;202504;1;9,5;9,5;9,5;Imóvel;;141;180;39;2014-08-04;;S
000721;202505;1;6,0403;6,0403;6,0403;Imóvel;;141;180;39;2014-08-04;;S
000721;202507;2;7,1983;6,5902;6,89425;Imóvel;;141;180;39;2014-08-04;;S
000721;202508;3;18;7,5;13,5;Imóvel;;141;180;39;2014-08-04;;S
000721;202509;2;21;13,5093;17,25465;Imóvel;;141;180;39;2014-08-04;;S
000721;202603;2;7,669;5,4015;6,53525;Imóvel;;141;180;39;2014-08-04;;S
000722;202503;2;27,78;21,1351;24,45755;Imóvel;;143;180;37;2014-06-18;;S
000722;202505;3;26,6688;12,1202;17,73363333;Imóvel;;143;180;37;2014-06-18;;S
000722;202507;1;18;18;18;Imóvel;;143;180;37;2014-06-18;;S
000722;202508;1;10,1417;10,1417;10,1417;Imóvel;;143;180;37;2014-06-18;;S
000722;202509;3;19,5445;10,026;15,2335;Imóvel;;143;180;37;2014-06-18;;S
000722;202511;1;9,0416;9,0416;9,0416;Imóvel;;143;180;37;2014-06-18;;S
000722;202512;3;20;19,544;19,848;Imóvel;;143;180;37;2014-06-18;;S
000722;202601;2;21,6148;21,6148;21,6148;Imóvel;;143;180;37;2014-06-18;;S
000722;202602;1;21,6684;21,6684;21,6684;Imóvel;;143;180;37;2014-06-18;;S
000723;202503;4;25,4449;5,548;18,85945;Imóvel;;143;180;37;2014-06-25;;S
000723;202504;4;20;12,0382;15,6963;Imóvel;;143;180;37;2014-06-25;;S
000723;202505;3;20;12,1202;15,55263333;Imóvel;;143;180;37;2014-06-25;;S
000723;202506;4;36,4845;8,7102;20,213125;Imóvel;;143;180;37;2014-06-25;;S
000723;202507;1;6,5432;6,5432;6,5432;Imóvel;;143;180;37;2014-06-25;;S
000723;202508;1;10,1417;10,1417;10,1417;Imóvel;;143;180;37;2014-06-25;;S
000723;202509;2;10,7145;9,0312;9,87285;Imóvel;;143;180;37;2014-06-25;;S
000723;202510;1;12,8879;12,8879;12,8879;Imóvel;;143;180;37;2014-06-25;;S
000723;202511;1;20;20;20;Imóvel;;143;180;37;2014-06-25;;S
000723;202512;3;22,3401;21;21,77336667;Imóvel;;143;180;37;2014-06-25;;S
000723;202601;2;19,0699;15,1;17,08495;Imóvel;;143;180;37;2014-06-25;;S
000723;202602;3;21,6684;15,05;17,70056667;Imóvel;;143;180;37;2014-06-25;;S
000724;202503;2;23;20,4373;21,71865;Imóvel;;143;180;37;2014-06-25;;S
000724;202504;3;20;12,9701;15,3343;Imóvel;;143;180;37;2014-06-25;;S
000724;202505;2;20,6;15;17,8;Imóvel;;143;180;37;2014-06-25;;S
000724;202506;1;26,0712;26,0712;26,0712;Imóvel;;143;180;37;2014-06-25;;S
000724;202507;3;18,9;7,1313;13,0771;Imóvel;;143;180;37;2014-06-25;;S
000724;202508;2;18,0101;10,1417;14,0759;Imóvel;;143;180;37;2014-06-25;;S
000724;202509;2;14,8216;10;12,4108;Imóvel;;143;180;37;2014-06-25;;S
000724;202511;1;12,29;12,29;12,29;Imóvel;;143;180;37;2014-06-25;;S
000724;202512;2;20,057;20;20,0285;Imóvel;;143;180;37;2014-06-25;;S
000724;202601;2;22,2222;15,1;18,6611;Imóvel;;143;180;37;2014-06-25;;S
000724;202602;1;21,6684;21,6684;21,6684;Imóvel;;143;180;37;2014-06-25;;S
000725;202503;6;51,5148;13;24,63483333;Imóvel;;142;180;38;2014-07-17;;S
000725;202504;4;22;14,5653;18,531325;Imóvel;;142;180;38;2014-07-17;;S
000725;202505;2;27,2244;20;23,6122;Imóvel;;142;180;38;2014-07-17;;S
000725;202507;5;45,547;7,1313;23,24118;Imóvel;;142;180;38;2014-07-17;;S
000725;202509;2;19,3776;7;13,1888;Imóvel;;142;180;38;2014-07-17;;S
000725;202510;1;20,7129;20,7129;20,7129;Imóvel;;142;180;38;2014-07-17;;S
000725;202511;4;20,8211;20;20,389825;Imóvel;;142;180;38;2014-07-17;;S
000725;202512;1;20;20;20;Imóvel;;142;180;38;2014-07-17;;S
000725;202601;1;20;20;20;Imóvel;;142;180;38;2014-07-17;;S
000725;202602;2;21;9,5;15,25;Imóvel;;142;180;38;2014-07-17;;S
000726;202503;2;25,923;20;22,9615;Imóvel;;141;180;39;2014-08-04;;N
000726;202504;4;20;12,7441;16,4221;Imóvel;;141;180;39;2014-08-04;;N
000726;202505;3;48,7125;27,78;35,7216;Imóvel;;141;180;39;2014-08-04;;N
000726;202506;3;27,2244;26,4735;26,85396667;Imóvel;;141;180;39;2014-08-04;;N
000726;202507;1;26;26;26;Imóvel;;141;180;39;2014-08-04;;N
000726;202508;2;9,1034;6,5;7,8017;Imóvel;;141;180;39;2014-08-04;;N
000726;202510;1;15;15;15;Imóvel;;141;180;39;2014-08-04;;N
000726;202511;4;20,822;20;20,2055;Imóvel;;141;180;39;2014-08-04;;N
000726;202512;4;22,067;20;20,93425;Imóvel;;141;180;39;2014-08-04;;N
000726;202601;3;23;15,958;20,65266667;Imóvel;;141;180;39;2014-08-04;;N
000726;202602;1;22,7796;22,7796;22,7796;Imóvel;;141;180;39;2014-08-04;;N
000726;202603;2;22,224;8,8227;15,52335;Imóvel;;141;180;39;2014-08-04;;N
000726;202604;2;7,9034;7,8765;7,88995;Imóvel;;141;180;39;2014-08-04;;N
000727;202503;3;28,8912;28,5219;28,76783333;Imóvel;;141;180;39;2014-08-13;;S
000727;202504;3;28,3356;28,32;28,3304;Imóvel;;141;180;39;2014-08-13;;S
000727;202505;6;34,4785;16;24,87641667;Imóvel;;141;180;39;2014-08-13;;S
000727;202506;4;27,189;16;21,18265;Imóvel;;141;180;39;2014-08-13;;S
000727;202507;2;12,8585;12,1625;12,5105;Imóvel;;141;180;39;2014-08-13;;S
000727;202508;1;29,5382;29,5382;29,5382;Imóvel;;141;180;39;2014-08-13;;S
000727;202510;5;25,002;5,548;16,80072;Imóvel;;141;180;39;2014-08-13;;S
000727;202511;2;22,6177;19;20,80885;Imóvel;;141;180;39;2014-08-13;;S
000727;202512;2;23,88;23;23,44;Imóvel;;141;180;39;2014-08-13;;S
000727;202601;2;23,3352;23,3271;23,33115;Imóvel;;141;180;39;2014-08-13;;S
000727;202602;2;22,7796;22,7796;22,7796;Imóvel;;141;180;39;2014-08-13;;S
000727;202603;3;22,224;22,224;22,224;Imóvel;;141;180;39;2014-08-13;;S
000727;202604;5;21,6684;21,6678;21,66814;Imóvel;;141;180;39;2014-08-13;;S
000728;202503;2;26,7664;20;23,3832;Imóvel;;141;180;39;2014-08-20;;N
000728;202504;4;30,6181;23,5425;26,040125;Imóvel;;141;180;39;2014-08-20;;N
000728;202505;5;31,0282;8,6377;22,26866667;Imóvel;;141;180;39;2014-08-20;;N
000728;202506;5;27,189;15;22,14226;Imóvel;;141;180;39;2014-08-20;;N
000728;202507;2;31,5806;24;27,7903;Imóvel;;141;180;39;2014-08-20;;N
000728;202509;4;29,8091;23,9329;26,21025;Imóvel;;141;180;39;2014-08-20;;N
000728;202510;4;25;12,8181;19,284375;Imóvel;;141;180;39;2014-08-20;;N
000728;202511;4;24,4464;22,7473;24,021625;Imóvel;;141;180;39;2014-08-20;;N
000728;202512;3;23,8908;20;21,79693333;Imóvel;;141;180;39;2014-08-20;;N
000728;202601;1;23,3352;23,3352;23,3352;Imóvel;;141;180;39;2014-08-20;;N
000728;202602;2;22,7796;22,7796;22,7796;Imóvel;;141;180;39;2014-08-20;;N
000728;202603;3;22,224;22;22,14933333;Imóvel;;141;180;39;2014-08-20;;N
000728;202604;1;21,6684;21,6684;21,6684;Imóvel;;141;180;39;2014-08-20;;N
000729;202503;5;28,8912;13;20,84006;Imóvel;;141;180;39;2014-08-22;;S
000729;202504;6;25,3774;13,0774;19,88698333;Imóvel;;141;180;39;2014-08-22;;S
000729;202505;3;31,3775;24,5383;27,8986;Imóvel;;141;180;39;2014-08-22;;S
000729;202506;5;27,189;7;20,18838;Imóvel;;141;180;39;2014-08-22;;S
000729;202508;1;13;13;13;Imóvel;;141;180;39;2014-08-22;;S
000729;202510;1;8,8816;8,8816;8,8816;Imóvel;;141;180;39;2014-08-22;;S
000729;202511;2;14;13,2998;13,6499;Imóvel;;141;180;39;2014-08-22;;S
000729;202601;1;17,1;17,1;17,1;Imóvel;;141;180;39;2014-08-22;;S
000729;202603;1;22,224;22,224;22,224;Imóvel;;141;180;39;2014-08-22;;S
000729;202604;2;21,6684;21,6684;21,6684;Imóvel;;141;180;39;2014-08-22;;S
000730;202503;4;28;25;26,8875;Imóvel;;140;180;40;2014-09-12;;S
000730;202504;4;28,5;21;25,093725;Imóvel;;140;180;40;2014-09-12;;S
000730;202505;2;28,3356;23;25,6678;Imóvel;;140;180;40;2014-09-12;;S
000730;202506;3;27,7797;18,8697;23,88313333;Imóvel;;140;180;40;2014-09-12;;S
000730;202507;4;26,9909;10;22,091225;Imóvel;;140;180;40;2014-09-12;;S
000730;202508;2;26;16;21;Imóvel;;140;180;40;2014-09-12;;S
000730;202510;2;16,7695;6;11,38475;Imóvel;;140;180;40;2014-09-12;;S
000730;202511;2;21,3571;20,3727;20,8649;Imóvel;;140;180;40;2014-09-12;;S
000730;202512;4;22,57;19,14;21,355;Imóvel;;140;180;40;2014-09-12;;S
000730;202601;2;23,8908;20;21,9454;Imóvel;;140;180;40;2014-09-12;;S
000730;202602;2;23,3352;22,2654;22,8003;Imóvel;;140;180;40;2014-09-12;;S
000731;202503;3;29,4468;27;28,6312;Imóvel;;140;180;40;2014-09-12;;S
000731;202504;2;28,1265;22,4761;25,3013;Imóvel;;140;180;40;2014-09-12;;S
000731;202505;2;46,1423;28,3356;37,23895;Imóvel;;140;180;40;2014-09-12;;S
000731;202506;4;27,1286;14,3256;21,1401;Imóvel;;140;180;40;2014-09-12;;S
000731;202507;1;27,2244;27,2244;27,2244;Imóvel;;140;180;40;2014-09-12;;S
000731;202508;3;26,6688;12,7875;18,48543333;Imóvel;;140;180;40;2014-09-12;;S
000731;202509;2;17;10;13,5;Imóvel;;140;180;40;2014-09-12;;S
000731;202510;1;12,3542;12,3542;12,3542;Imóvel;;140;180;40;2014-09-12;;S
000731;202511;1;20,9049;20,9049;20,9049;Imóvel;;140;180;40;2014-09-12;;S
000731;202512;2;22,48;22,054;22,267;Imóvel;;140;180;40;2014-09-12;;S
000731;202601;3;23,2;22;22,43333333;Imóvel;;140;180;40;2014-09-12;;S
000731;202602;2;23,3352;23,3352;23,3352;Imóvel;;140;180;40;2014-09-12;;S
000731;202603;2;22,7796;22,7796;22,7796;Imóvel;;140;180;40;2014-09-12;;S
000731;202604;2;22,224;20;21,112;Imóvel;;140;180;40;2014-09-12;;S
000732;202503;3;29,4468;22,4165;26,28776667;Imóvel;;140;180;40;2014-09-19;;S
000732;202504;1;28,8912;28,8912;28,8912;Imóvel;;140;180;40;2014-09-19;;S
000732;202505;4;28;17,1555;21,64265;Imóvel;;140;180;40;2014-09-19;;S
000732;202506;1;27,1286;27,1286;27,1286;Imóvel;;140;180;40;2014-09-19;;S
000732;202507;1;23,3695;23,3695;23,3695;Imóvel;;140;180;40;2014-09-19;;S
000732;202508;1;15;15;15;Imóvel;;140;180;40;2014-09-19;;S
000732;202509;4;26,1132;14,6648;19,797;Imóvel;;140;180;40;2014-09-19;;S
000732;202510;2;19;14,6492;16,8246;Imóvel;;140;180;40;2014-09-19;;S
000732;202511;4;20,0189;19,5929;19,801175;Imóvel;;140;180;40;2014-09-19;;S
000732;202512;3;22,54;21,5;22,02333333;Imóvel;;140;180;40;2014-09-19;;S
000732;202601;2;23;23;23;Imóvel;;140;180;40;2014-09-19;;S
000732;202602;2;23,3352;23,3352;23,3352;Imóvel;;140;180;40;2014-09-19;;S
000732;202603;1;22,7796;22,7796;22,7796;Imóvel;;140;180;40;2014-09-19;;S
000732;202604;5;22,224;22,224;22,224;Imóvel;;140;180;40;2014-09-19;;S
000733;202503;2;25,354;22;23,677;Imóvel;;140;180;40;2014-09-19;;S
000733;202504;1;24;24;24;Imóvel;;140;180;40;2014-09-19;;S
000733;202505;2;28,3355;26,5431;27,4393;Imóvel;;140;180;40;2014-09-19;;S
000733;202506;2;27,1286;23,0111;25,06985;Imóvel;;140;180;40;2014-09-19;;S
000733;202507;1;23,9047;23,9047;23,9047;Imóvel;;140;180;40;2014-09-19;;S
000733;202508;1;14,5193;14,5193;14,5193;Imóvel;;140;180;40;2014-09-19;;S
000733;202509;1;12,554;12,554;12,554;Imóvel;;140;180;40;2014-09-19;;S
000733;202510;2;34,5582;20;27,2791;Imóvel;;140;180;40;2014-09-19;;S
000733;202511;2;24,9976;20,4079;22,70275;Imóvel;;140;180;40;2014-09-19;;S
000733;202512;2;24,43;23,41;23,92;Imóvel;;140;180;40;2014-09-19;;S
000733;202601;2;23,8908;23,8908;23,8908;Imóvel;;140;180;40;2014-09-19;;S
000733;202602;3;23,3352;23,3352;23,3352;Imóvel;;140;180;40;2014-09-19;;S
000733;202603;1;22,7796;22,7796;22,7796;Imóvel;;140;180;40;2014-09-19;;S
000733;202604;3;34,7891;22,224;26,41236667;Imóvel;;140;180;40;2014-09-19;;S
000734;202503;5;52,4755;12;26,91746;Imóvel;;140;180;40;2014-09-24;;S
000734;202504;3;28,8786;20,4179;23,43216667;Imóvel;;140;180;40;2014-09-24;;S
000734;202505;2;46,9664;28,3356;37,651;Imóvel;;140;180;40;2014-09-24;;S
000734;202506;2;27,78;24,0623;25,92115;Imóvel;;140;180;40;2014-09-24;;S
000734;202507;2;27,2244;25,1313;26,17785;Imóvel;;140;180;40;2014-09-24;;S
000734;202508;2;9,4083;3,2448;6,32655;Imóvel;;140;180;40;2014-09-24;;S
000734;202509;1;26,0812;26,0812;26,0812;Imóvel;;140;180;40;2014-09-24;;S
000734;202511;1;24,9976;24,9976;24,9976;Imóvel;;140;180;40;2014-09-24;;S
000734;202512;2;24,41;24,14;24,275;Imóvel;;140;180;40;2014-09-24;;S
000734;202601;2;25,1793;23;24,08965;Imóvel;;140;180;40;2014-09-24;;S
000734;202602;1;23,3352;23,3352;23,3352;Imóvel;;140;180;40;2014-09-24;;S
000734;202603;2;22,7796;12;17,3898;Imóvel;;140;180;40;2014-09-24;;S
000734;202604;1;22,224;22,224;22,224;Imóvel;;140;180;40;2014-09-24;;S
000735;202503;2;52,9414;30,0024;41,4719;Imóvel;;139;180;41;2014-10-14;;S
000735;202504;2;29,4468;29,4468;29,4468;Imóvel;;139;180;41;2014-10-14;;S
000735;202505;1;28;28;28;Imóvel;;139;180;41;2014-10-14;;S
000735;202506;1;27,8173;27,8173;27,8173;Imóvel;;139;180;41;2014-10-14;;S
000735;202507;3;32,4646;8,6268;16,57273333;Imóvel;;139;180;41;2014-10-14;;S
000735;202509;1;18;18;18;Imóvel;;139;180;41;2014-10-14;;S
000735;202510;2;20;5,548;12,774;Imóvel;;139;180;41;2014-10-14;;S
000735;202511;1;24;24;24;Imóvel;;139;180;41;2014-10-14;;S
000735;202512;1;21,21;21,21;21,21;Imóvel;;139;180;41;2014-10-14;;S
000735;202601;3;24,4464;21,56;23,48163333;Imóvel;;139;180;41;2014-10-14;;S
000735;202602;2;23,8908;23,8908;23,8908;Imóvel;;139;180;41;2014-10-14;;S
000735;202603;1;23,3352;23,3352;23,3352;Imóvel;;139;180;41;2014-10-14;;S
000735;202604;2;22,7796;22,7796;22,7796;Imóvel;;139;180;41;2014-10-14;;S
000736;202503;2;30,0024;29,5124;29,7574;Imóvel;;139;180;41;2014-10-14;;S
000736;202505;2;46,6043;23;34,80215;Imóvel;;139;180;41;2014-10-14;;S
000736;202507;2;27,78;7,2855;17,53275;Imóvel;;139;180;41;2014-10-14;;S
000736;202509;3;22,09;9;15,36333333;Imóvel;;139;180;41;2014-10-14;;S
000736;202510;2;20;18,5749;19,28745;Imóvel;;139;180;41;2014-10-14;;S
000736;202511;2;24;20;22;Imóvel;;139;180;41;2014-10-14;;S
000736;202512;2;20,5;20,2086;20,3543;Imóvel;;139;180;41;2014-10-14;;S
000736;202601;5;26,0924;6,3979;20,65606;Imóvel;;139;180;41;2014-10-14;;S
000736;202603;4;23,3352;23,3271;23,330125;Imóvel;;139;180;41;2014-10-14;;S
000736;202604;3;22,7796;22,2222;22,5938;Imóvel;;139;180;41;2014-10-14;;S
000737;202503;2;30,0024;30,0024;30,0024;Imóvel;;139;180;41;2014-10-14;;S
000737;202504;2;29,4468;29,4468;29,4468;Imóvel;;139;180;41;2014-10-14;;S
000737;202505;2;47,0798;28,8912;37,9855;Imóvel;;139;180;41;2014-10-14;;S
000737;202506;2;27,8173;15;21,40865;Imóvel;;139;180;41;2014-10-14;;S
000737;202507;2;27,5233;11,1153;19,3193;Imóvel;;139;180;41;2014-10-14;;S
000737;202508;1;19,7311;19,7311;19,7311;Imóvel;;139;180;41;2014-10-14;;S
000737;202509;3;26,6607;16,5;20,72023333;Imóvel;;139;180;41;2014-10-14;;S
000737;202510;1;26,11;26,11;26,11;Imóvel;;139;180;41;2014-10-14;;S
000737;202511;2;25,5571;21,6004;23,57875;Imóvel;;139;180;41;2014-10-14;;S
000737;202512;2;24,99;24,98;24,985;Imóvel;;139;180;41;2014-10-14;;S
000737;202601;3;24,4464;24,4464;24,4464;Imóvel;;139;180;41;2014-10-14;;S
000737;202602;3;23,8908;23,8908;23,8908;Imóvel;;139;180;41;2014-10-14;;S
000737;202603;2;23,3352;23,3352;23,3352;Imóvel;;139;180;41;2014-10-14;;S
000737;202604;2;22,7796;22,7796;22,7796;Imóvel;;139;180;41;2014-10-14;;S
000738;202503;4;52,9414;25;34,04325;Imóvel;;139;180;41;2014-10-14;;S
000738;202505;1;28,8912;28,8912;28,8912;Imóvel;;139;180;41;2014-10-14;;S
000738;202507;2;26,7843;7,9063;17,3453;Imóvel;;139;180;41;2014-10-14;;S
000738;202509;1;17;17;17;Imóvel;;139;180;41;2014-10-14;;S
000738;202511;2;21,8072;19,8448;20,826;Imóvel;;139;180;41;2014-10-14;;S
000738;202512;4;34,7337;23,57;29,17285;Imóvel;;139;180;41;2014-10-14;;S
000738;202601;2;24,4464;24;24,2232;Imóvel;;139;180;41;2014-10-14;;S
000738;202602;1;23,8908;23,8908;23,8908;Imóvel;;139;180;41;2014-10-14;;S
000738;202603;1;23,3352;23,3352;23,3352;Imóvel;;139;180;41;2014-10-14;;S
000738;202604;1;22,7796;22,7796;22,7796;Imóvel;;139;180;41;2014-10-14;;S
000739;202503;5;52,9414;17;28,38876;Imóvel;;139;180;41;2014-10-23;;S
000739;202505;2;28;21,006;24,503;Imóvel;;139;180;41;2014-10-23;;S
000739;202506;4;28,3356;7,5;17,913225;Imóvel;;139;180;41;2014-10-23;;S
000739;202507;1;8;8;8;Imóvel;;139;180;41;2014-10-23;;S
000739;202509;3;8;7;7,5;Imóvel;;139;180;41;2014-10-23;;S
000739;202510;1;8;8;8;Imóvel;;139;180;41;2014-10-23;;S
000739;202511;1;21,4057;21,4057;21,4057;Imóvel;;139;180;41;2014-10-23;;S
000739;202512;2;25;20,01;22,505;Imóvel;;139;180;41;2014-10-23;;S
000739;202604;3;22,7796;22,2222;22,5938;Imóvel;;139;180;41;2014-10-23;;S
000740;202503;3;40,9737;26;32,32536667;Imóvel;;139;180;41;2014-10-23;;S
000740;202504;1;11,3269;11,3269;11,3269;Imóvel;;139;180;41;2014-10-23;;S
000740;202505;3;28,8912;19,63;23,50706667;Imóvel;;139;180;41;2014-10-23;;S
000740;202506;2;28;27,8173;27,90865;Imóvel;;139;180;41;2014-10-23;;S
000740;202507;2;25,103;22;23,5515;Imóvel;;139;180;41;2014-10-23;;S
000740;202508;1;14,4535;14,4535;14,4535;Imóvel;;139;180;41;2014-10-23;;S
000740;202509;3;24,07;14,2;17,79386667;Imóvel;;139;180;41;2014-10-23;;S
000740;202510;1;7,5202;7,5202;7,5202;Imóvel;;139;180;41;2014-10-23;;S
000740;202511;3;19,5745;14,0176;16,24786667;Imóvel;;139;180;41;2014-10-23;;S
000740;202512;2;21,68;21,54;21,61;Imóvel;;139;180;41;2014-10-23;;S
000740;202601;3;24,4464;22,2;23,32246667;Imóvel;;139;180;41;2014-10-23;;S
000740;202602;2;23,8908;23,8908;23,8908;Imóvel;;139;180;41;2014-10-23;;S
000740;202603;2;9,053;6,6077;7,83035;Imóvel;;139;180;41;2014-10-23;;S
000740;202604;4;22,7796;22,2222;22,5009;Imóvel;;139;180;41;2014-10-23;;S
000741;202503;2;22;21,6346;21,8173;Imóvel;;139;180;41;2014-10-23;;S
000741;202504;1;27,9049;27,9049;27,9049;Imóvel;;139;180;41;2014-10-23;;S
000741;202505;2;28,0289;16;22,01445;Imóvel;;139;180;41;2014-10-23;;S
000741;202506;3;28,3356;20,1485;25,4947;Imóvel;;139;180;41;2014-10-23;;S
000741;202507;3;27,78;19,5761;23,241;Imóvel;;139;180;41;2014-10-23;;S
000741;202508;1;23;23;23;Imóvel;;139;180;41;2014-10-23;;S
000741;202509;1;13,5116;13,5116;13,5116;Imóvel;;139;180;41;2014-10-23;;S
